id,Product Name,Price,Size,Units,Category,Min Level,Stock,count,re-stock Price,Supplier,Barcode/QR2-Data,Barcode/QR2-Type,Notes,Tags,Value,Photo1,Photo2,Photo3,Created At,Updated At
130,Jack'N Jill Piatos Spicy Cheese Flavored Potato Crisps,30,40,Grams,Snacks,,4,4,,,4800016666414,org.gs1.EAN-13,Product name converted to Title Case,,120,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
131,Oishi Fish Crackers,20,24,Grams,Snacks,,16,16,,,4800194116619,org.gs1.EAN-13,Product name converted to Title Case,,320,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
132,Oishi Onion Rings,20,16,Grams,Snacks,,9,9,,,4800194104982,org.gs1.EAN-13,Product name converted to Title Case,,180,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
133,Criss Cross Cheesy Sour Cream & Onion Crisscut Fries Snax,20,20,Grams,Snacks,5,5,5,,,4800092772528,org.gs1.EAN-13,,,100,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
134,Regent Cheese Ring,35,60,Grams,Snacks,,5,5,,,4801688103511,org.gs1.EAN-13,,,175,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
135,Jack'N Jill Chippy Barbecue Flavored Corn Chip,50,108,Grams,Snacks,,4,4,,,4800016643095,org.gs1.EAN-13,Product name converted to Title Case,,200,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
136,Moby Crunchy Chocolate,35,60,Grams,Snacks,,7,7,,,4800523220482,org.gs1.EAN-13,Product name converted to Title Case,,245,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
137,Oishi Prawn Crackers Spicy Flavor,35,60,Grams,Snacks,,3,3,,,4800194105965,org.gs1.EAN-13,Product name converted to Title Case,,105,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
138,Oishi Prawn Crackers Spicy Flavor,20,24,Grams,Snacks,,4,4,,,4800194104968,org.gs1.EAN-13,,,80,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
139,Jack'N Jill Chiz Curls Cheese Flavored Corn Curls,35,55,Grams,Snacks,,8,8,,,4800016105098,org.gs1.EAN-13,Product name converted to Title Case,,280,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
140,Jack'N Jill Chiz Curls Cheese Flavored Corn Curls,20,18,Grams,Snacks,6,6,6,,,4800016105746,org.gs1.EAN-13,Product name converted to Title Case,,120,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
141,Nutrisnack Ri-Chee Milk Flavor,35,60,Grams,Snacks,,2,2,,,4800523220123,org.gs1.EAN-13,Product name converted to Title Case,,70,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
142,Cheez It Cheese And Hum,35,60,Grams,Snacks,6,3,3,,,4800523224015,org.gs1.EAN-13,Product name converted to Title Case,,105,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
143,Cheez It Cheese And Ham,20,25,Grams,Snacks,6,2,2,,,4800523222103,org.gs1.EAN-13,Product name converted to Title Case,,40,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
144,Jack'N Jill Chippy Barbecue Flavored Corn Chip,20,35,Grams,Snacks,,3,3,,,4800016642029,org.gs1.EAN-13,Product name converted to Title Case,,60,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
145,Jack'N Jill Chippy Chili & Cheese Flavored Corn Chips,50,108,Grams,Snacks,,2,2,,,4800016641503,org.gs1.EAN-13,Product name converted to Title Case,,100,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
146,Cheez It Cheese Flavor,35,60,Grams,Snacks,6,2,2,,,4800523220086,org.gs1.EAN-13,Product name converted to Title Case,,70,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
147,Jack'N Jill Chippy Cheese,20,25,Grams,Snacks,,3,3,,,4800016641008,org.gs1.EAN-13,Product name converted to Title Case,,60,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
148,Jack'N Jill Magic Chips,15,28,Grams,Snacks,,9,9,,,4800016082962,org.gs1.EAN-13,Product name converted to Title Case,,135,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
149,Nagaraya Hot&Spicy,40,80,Grams,Snacks,,0,0,,,731126105088,org.gs1.UPC-A,Product name converted to Title Case,,,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
150,Nagaraya Original,40,80,Grams,Snacks,,6,6,,,731126101080,org.gs1.UPC-A,Product name converted to Title Case,,240,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
151,Oishi Pillows,15,38,Grams,Snacks,,1,1,,,4800194116466,org.gs1.EAN-13,Product name converted to Title Case,,15,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
152,Criss Cross Creamy Cheese Crisscut Fries Snax,20,20,Grams,Snacks,5,1,1,,,4800092772214,org.gs1.EAN-13,,,20,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
153,Cheez It Cheese Flavored,20,25,Grams,Snacks,6,1,1,,,4800523220079,org.gs1.EAN-13,Product name converted to Title Case,,20,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
154,Coke Regular Mismo,25,290,ml,Cold Beverages,,168,168,,,4801981118502,org.gs1.EAN-13,,,4200,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
155,Cobra Energy Drink Glass Bottle,35,350,ml,Cold Beverages,10,9,9,,,4800611546760,org.gs1.EAN-13,Product name converted to Title Case,,315,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
156,Gatorade Blue Bolt,65,500,ml,Cold Beverages,,27,27,,,4803925061141,org.gs1.EAN-13,Product name converted to Title Case,,1755,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
157,C2 Apple Flavored Green Tea,25,230,ml,Cold Beverages,20,29,29,,,4800016068010,org.gs1.EAN-13,,,725,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
158,Chuckie,35,180,ml,Cold Beverages,10,37,37,,,0,org.gs1.EAN-13,,,1295,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
159,Chuckie,25,110,ml,Cold Beverages,15,22,22,,,0,org.gs1.EAN-13,,,550,,,,2025-08-08T16:35:17.605814+00:00,2025-08-08T16:51:29.723134+00:00
160,C2 Apple Flavored Green Tea,35,335,ml,Cold Beverages,20,37,37,,,4800016052040,org.gs1.EAN-13,,,1295,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
161,C2 Litro Apple Green Tea,85,1000,ml,Cold Beverages,15,27,27,,,4800016052774,org.gs1.EAN-13,,,2295,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
162,Redbull Energy Drink,50,150,ml,Cold Beverages,,45,45,,,8850228000267,org.gs1.EAN-13,Product name converted to Title Case,,2250,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
163,Chocolate Lager,95,330,ml,Alcoholic Beverages,,11,11,,,4801032025056,org.gs1.EAN-13,Product name converted to Title Case,,1045,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
164,Red Horse Beer Extra Strong,85,330,ml,Alcoholic Beverages,,20,20,,,4801032215044,org.gs1.EAN-13,Product name converted to Title Case,,1700,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
165,San Miguel Light,60,330,ml,Alcoholic Beverages,,25,25,,,4801032741048,org.gs1.EAN-13,,,1500,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
166,Flavored Beer Apple,60,330,ml,Alcoholic Beverages,,14,14,,,4801032281049,org.gs1.EAN-13,Product name converted to Title Case,,840,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
167,Gsm Blue Mojito,160,700,ml,Alcoholic Beverages,,18,18,,,4800130728128,org.gs1.EAN-13,Product name converted to Title Case,,2880,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
168,Red Horse Beer,75,500,ml,Alcoholic Beverages,,5,5,,,4801032211077,org.gs1.EAN-13,,,375,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
169,Tanduay Select,175,700,ml,Alcoholic Beverages,,39,39,,,4800220604752,org.gs1.EAN-13,Product name converted to Title Case,,6825,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
170,Tanduay Rhum Light,85,375,ml,Alcoholic Beverages,,33,33,,,4800220587253,org.gs1.EAN-13,Product name converted to Title Case,,2805,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
171,Tanduay Rhum Light,175,750,ml,Alcoholic Beverages,,15,15,,,4800220587154,org.gs1.EAN-13,Product name converted to Title Case,,2625,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
172,Tanduay Rhum Dark,85,375,ml,Alcoholic Beverages,,28,28,,,4800220503253,org.gs1.EAN-13,Product name converted to Title Case,,2380,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
173,Tanduay Rhum Dark,175,750,ml,Alcoholic Beverages,,32,32,,,4800220503154,org.gs1.EAN-13,Product name converted to Title Case,,5600,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
174,Emperador Light,200,750,ml,Alcoholic Beverages,,7,7,,,4800142110089,org.gs1.EAN-13,Product name converted to Title Case,,1400,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
175,Brandy Emperador,250,1,Liter,Alcoholic Beverages,5,8,8,,,4800142110102,org.gs1.EAN-13,,,2000,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
176,The Bar Lime Gin,85,335,ml,Alcoholic Beverages,,6,6,,,4800142113332,org.gs1.EAN-13,,,510,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
177,Ginebra S. Miguel Gin,85,350,ml,Alcoholic Beverages,,8,8,,,4800130100023,org.gs1.EAN-13,Product name converted to Title Case,,680,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
178,San Miguel Pale Pilsen,85,320,ml,Alcoholic Beverages,,24,24,,,4801032111025,org.gs1.EAN-13,,,2040,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
179,Chaser Sparkling Iced Tea,85,330,ml,Cold Beverages,,6,6,,,4800142126011,org.gs1.EAN-13,Product name converted to Title Case,,510,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
180,Jamaica Lime Mixer,85,350,ml,Alcoholic Beverages,,12,12,,,4800220520359,org.gs1.EAN-13,Product name converted to Title Case,,1020,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
181,Johnnie Walker Black Label,1700,1000,ml,Alcoholic Beverages,,1,1,,,5000267024233,org.gs1.EAN-13,Product name converted to Title Case,,1700,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
182,Jack Daniels,1550,700,ml,Alcoholic Beverages,,2,2,,,82184090473,org.gs1.EAN-13,,,3100,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
183,Toska Vodka,350,700,ml,Alcoholic Beverages,,2,2,,,98426301757,org.gs1.EAN-13,Product name converted to Title Case,,700,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
184,Mojitos,500,700,ml,Alcoholic Beverages,,2,2,,,4806512270278,org.gs1.EAN-13,,,1000,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
185,Fundador Light,600,1,Liter,Alcoholic Beverages,,1,1,,,8410162100234,org.gs1.EAN-13,Product name converted to Title Case,,600,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
186,Fundador Super Special,600,1,Liter,Alcoholic Beverages,,1,1,,,8410162480008,org.gs1.EAN-13,Product name converted to Title Case,,600,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
187,Novellino Sparkling Red,400,750,ml,Alcoholic Beverages,,3,3,,,4806508630284,org.gs1.EAN-13,Product name converted to Title Case,,1200,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
188,May 100% Sparkling Red Grape Juice,350,750,ml,Alcoholic Beverages,,3,3,,,5410746066386,org.gs1.EAN-13,,,1050,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
189,Royal,100,1.5,Liter,Cold Beverages,,18,18,,,4801981116171,org.gs1.EAN-13,,,1800,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
190,Coke Regular 1.5 Liter,100,1.5,Liter,Cold Beverages,25,65,65,,,4801981116072,org.gs1.EAN-13,,,6500,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
191,Red Horse Super,160,1000,ml,Alcoholic Beverages,,21,21,,,4801032231136,org.gs1.EAN-13,,,3360,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
192,Lightro San Mig Light,150,1000,ml,Alcoholic Beverages,,10,10,,,4801032741130,org.gs1.EAN-13,Product name converted to Title Case,,1500,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
193,San Miguel Grande,150,1000,ml,Alcoholic Beverages,,47,47,,,4801032111131,org.gs1.EAN-13,,,7050,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
194,Summit Natural Drinking Water,35,1000,ml,Cold Beverages,,0,0,,,4800014142088,org.gs1.EAN-13,Product name converted to Title Case,,,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
195,Nature'S Spring Drinking Water,35,1,Liter,Cold Beverages,,69,69,,,4800049720121,org.gs1.EAN-13,Product name converted to Title Case,,2415,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
196,Nature'S Spring Drinking Water,20,500,ml,Cold Beverages,,115,115,,,4800049720114,org.gs1.EAN-13,Product name converted to Title Case,,2300,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
197,Emi Posporo,5,1,Stick,Cigarettes,,14,14,,,4800112010012,org.gs1.EAN-13,Product name converted to Title Case,,70,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
198,Marlboro Red,10,1,Stick,Cigarettes,,520,520,,,48044295,org.gs1.EAN-8,Product name converted to Title Case,,5200,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
199,Marlboro Ice Blast,10,1,Stick,Cigarettes,,415,415,,,48042772,org.gs1.EAN-8,Product name converted to Title Case,,4150,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
200,Marlboro Black Menthol,10,1,Stick,Cigarettes,,150,150,,,95509433,org.gs1.EAN-8,Product name converted to Title Case,,1500,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
201,More,10,1,Stick,Cigarettes,,531,531,,,48033763,org.gs1.EAN-8,,,5310,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
202,Fortune,10,1,Stick,Cigarettes,,230,230,,,48043717,org.gs1.EAN-8,,,2300,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
203,Winston Red,12,1,Stick,Cigarettes,,383,383,,,48040594,org.gs1.EAN-8,Product name converted to Title Case,,4596,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
204,Styrocup,5,1,Item,Supplies,,50,50,,,4806509572842,org.gs1.EAN-13,,,250,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
205,Pop-I Disposable Gloves,50,1,Pack,Supplies,,3,3,,,4806509574662,org.gs1.EAN-13,Product name converted to Title Case,,150,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
206,Disposable Spoon Eco Pro,3,,,Supplies,25,64,64,,,4806531630343,org.gs1.EAN-13,Product name converted to Title Case,,192,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
207,Spoon Disposable,3,1,Item,Supplies,,46,46,,,4806039601128,org.gs1.EAN-13,Product name converted to Title Case,,138,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
208,Mikey Products Paper Plate Silver,5,,,Supplies,,87,87,,,4806509570084,org.gs1.EAN-13,Product name converted to Title Case,,435,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
209,Transparent Cup,3,1,Item,Supplies,,191,191,,,4806509570589,org.gs1.EAN-13,Product name converted to Title Case,,573,,,,2025-08-08T16:35:17.942416+00:00,2025-08-08T16:51:29.723134+00:00
210,Catering Tray,65,,,Supplies,5,5,5,,,5201993012898,org.gs1.EAN-13,Product name converted to Title Case,,325,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
211,Snow Bear Candy Menthol,2,1,Item,Snacks,,107,107,,,4806500730012,org.gs1.EAN-13,,,214,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
212,Jack'N Jill X.O. Candy (Coffee),2,1,Pack,Snacks,,114,114,,,4800016475016,org.gs1.EAN-13,Product name converted to Title Case,,228,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
213,Jack 'N Jill Dynamite Choco Filled Mint Candy,2,,,Snacks,,109,109,,,4800016307041,org.gs1.EAN-13,Product name converted to Title Case,,218,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
214,Maxx,2,,,Snacks,,186,186,,,0,org.gs1.EAN-13,,,372,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
215,Thumb Tacks,25,1,Pack,Supplies,,0,0,,,6972081865356,org.gs1.EAN-13,Product name converted to Title Case,,,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
216,White Rabbit Candy,2,1,Item,Snacks,,65,65,,,0,org.gs1.EAN-13,,,130,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
217,Sando Bag,5,1,Item,Supplies,,41,41,,,0,org.gs1.EAN-13,Product name converted to Title Case,,205,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
218,Knife Small,50,,,Supplies,,3,3,,,0,org.gs1.EAN-13,Product name converted to Title Case,,150,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
219,Knife Big,150,,,Supplies,,3,3,,,0,org.gs1.EAN-13,Product name converted to Title Case,,450,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
220,Ice Tube,50,,,Supplies,,24,24,,,0,org.gs1.EAN-13,Product name converted to Title Case,,1200,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
221,M.Y. San Fita Crackers,12,30,Grams,Snacks,,14,14,,,0,EAN,,,168,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
222,Kopiko Black  Instant Coffee,15,30,Grams,Hot Beverages,,20,20,,,0,EAN,,,300,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
223,Nestle Bear Brand Fortified Powdered Milk Drink - Swak,20,33,Grams,Hot Beverages,,11,11,,,0,EAN,,,220,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
224,Fresh Bathroom Tissue,20,,,Supplies,,13,13,,,0,EAN,,,260,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
225,Sprite Mismo,25,290,ml,Cold Beverages,,32,32,,,0,EAN,,,800,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
226,Bee Happy Jasmine Rice,170,2,Kilogram,Food Packs,2,5,5,,,0,EAN,,,850,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
227,Baygon Katol,5,,,Supplies,10,45,45,,,0,EAN,,,225,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
228,Red Horse Beer,150,1,Liter,Alcoholic Beverages,,146,146,,,0,EAN,,,21900,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
229,Papa Banana Ketchup,60,320,Grams,Kitchen & Condiments,,4,4,,,0,EAN,,,240,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
230,Sprite 1.5 Litro,100,1.5,Liter,Cold Beverages,,12,12,,,0,EAN,,,1200,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
231,Ajinomoto,8,,,Kitchen & Condiments,,16,16,,,0,EAN,,,128,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
232,5 Gallon Mineral Water,100,5,Gal,Cold Beverages,,5,5,,,0,EAN,,,500,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
234,Jack'N Jill Nova Homestyle Bbq,50,78,Grams,Snacks,,6,6,,,,,Product name converted to Title Case,,300,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
235,Sisters Silk Floss Day Use Singles,10,,,Toiletries,,12,12,,,,,price for 12 pack 29.35; Category set to Toiletries - missing in original data,,120,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
236,Nescafe 3 In1 Original Instant Coffee,15,20,Grams,Hot Beverages,,20,20,,,,,price for 20 pack 151.90; Product name converted to Title Case,,300,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
237,Kopiko Astig Black Instant Coffee,15,30,Grams,Hot Beverages,,5,5,,,,,,,75,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
238,Surf Bar Blossom Fresh,15,120,Grams,Supplies,,3,3,,,,,,,45,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
239,Palmolive Shampoo Triple Intensive Moisture (Pink),12,15,ml,Toiletries,,12,12,,,,,,,144,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
240,Bioderm Germicidal Pink Bloom,30,60,Grams,Toiletries,,6,6,,,,,Product name converted to Title Case,,180,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
241,Cobra Energy Drink Plastic Bottle,30,330,ml,Cold Beverages,,24,24,,,,,Product name converted to Title Case,,720,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
242,Coke Can Original,50,320,ml,Cold Beverages,,0,0,,,,,Stock set to 0 - missing in original data,,,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
243,Jack'N Jill Chippy Chili & Cheese Flavored Corn Chips,20,25,Grams,Snacks,,2,2,,,4800016641503,org.gs1.EAN-13,Product name converted to Title Case,,40,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
244,Jack'N Jill Nova Country Cheddar,0,38,Grams,Snacks,,0,0,,category set to Snacks - missing in original data,,,Price set to 0; Product name converted to Title Case,,,,,,2025-08-08T16:35:18.276227+00:00,2025-08-08T16:51:29.723134+00:00
